"genre","start_year","average_rating","num_votes","primary_title","tconst","priority","title_type","genres","directors"
"Drama",2011,8.0,1421,"The Tragedy of Man","tt0176694",False,"movie","Animation - Drama - History","Marcell Jankovics"
"History",2011,8.0,1421,"The Tragedy of Man","tt0176694",False,"movie","Animation - Drama - History","Marcell Jankovics"
"Sci-Fi",2011,6.0,241551,"Cowboys & Aliens","tt0409847",False,"movie","Action - Drama - Sci-Fi","Jon Favreau"
"Drama",2011,6.0,241551,"Cowboys & Aliens","tt0409847",False,"movie","Action - Drama - Sci-Fi","Jon Favreau"
"Action",2011,6.0,241551,"Cowboys & Aliens","tt0409847",False,"movie","Action - Drama - Sci-Fi","Jon Favreau"
"Animation",2011,8.0,1421,"The Tragedy of Man","tt0176694",False,"movie","Animation - Drama - History","Marcell Jankovics"
"Adventure",2011,6.6,115494,"Attack the Block","tt1478964",False,"movie","Action - Adventure - Comedy","Joe Cornish"
"Action",2011,6.6,115494,"Attack the Block","tt1478964",False,"movie","Action - Adventure - Comedy","Joe Cornish"
"Comedy",2011,6.6,115494,"Attack the Block","tt1478964",False,"movie","Action - Adventure - Comedy","Joe Cornish"
"Drama",2012,7.5,262614,"The Impossible","tt1649419",False,"movie","Drama - History - Thriller","J.A. Bayona"
"History",2012,7.5,262614,"The Impossible","tt1649419",False,"movie","Drama - History - Thriller","J.A. Bayona"
"Thriller",2012,7.5,262614,"The Impossible","tt1649419",False,"movie","Drama - History - Thriller","J.A. Bayona"
"Thriller",2012,6.6,7237,"Lesson of the Evil","tt2294473",False,"movie","Horror - Thriller","Takashi Miike"
"Horror",2012,6.6,7237,"Lesson of the Evil","tt2294473",False,"movie","Horror - Thriller","Takashi Miike"
"Drama",2013,7.2,44958,"The Physician","tt2101473",False,"movie","Adventure - Drama - History","Philipp Stölzl"
"Comedy",2013,5.9,78222,"The Incredible Burt Wonderstone","tt0790628",True,"movie","Comedy","Don Scardino"
"Romance",2013,7.2,6330,"Hawaii","tt2801746",False,"movie","Drama - Romance","Marco Berger"
"Drama",2013,7.2,6330,"Hawaii","tt2801746",False,"movie","Drama - Romance","Marco Berger"
"Horror",2013,7.1,9575,"Why Don't You Play in Hell?","tt2409302",False,"movie","Action - Comedy - Horror","Sion Sono"
"Comedy",2013,7.1,9575,"Why Don't You Play in Hell?","tt2409302",False,"movie","Action - Comedy - Horror","Sion Sono"
"Action",2013,7.1,9575,"Why Don't You Play in Hell?","tt2409302",False,"movie","Action - Comedy - Horror","Sion Sono"
"Romance",2013,7.6,172938,"Blue Is the Warmest Colour","tt2278871",False,"movie","Drama - Romance","Abdellatif Kechiche"
"Drama",2013,7.6,172938,"Blue Is the Warmest Colour","tt2278871",False,"movie","Drama - Romance","Abdellatif Kechiche"
"History",2013,7.2,44958,"The Physician","tt2101473",False,"movie","Adventure - Drama - History","Philipp Stölzl"
"Adventure",2013,7.2,44958,"The Physician","tt2101473",False,"movie","Adventure - Drama - History","Philipp Stölzl"
"Adventure",2014,7.6,510615,"Dawn of the Planet of the Apes","tt2103281",False,"movie","Action - Adventure - Drama","Matt Reeves"
"Drama",2014,8.5,1149400,"Whiplash","tt2582802",False,"movie","Drama - Music","Damien Chazelle"
"Western",2014,6.1,209750,"A Million Ways to Die in the West","tt2557490",False,"movie","Comedy - Western","Seth MacFarlane"
"Drama",2014,5.9,580,"H.","tt3666210",False,"movie","Drama - Sci-Fi - Thriller","Daniel A. Garcia - Rania Attieh"
"Sci-Fi",2014,5.9,580,"H.","tt3666210",False,"movie","Drama - Sci-Fi - Thriller","Daniel A. Garcia - Rania Attieh"
"Thriller",2014,5.9,580,"H.","tt3666210",False,"movie","Drama - Sci-Fi - Thriller","Daniel A. Garcia - Rania Attieh"
"Comedy",2014,6.1,209750,"A Million Ways to Die in the West","tt2557490",False,"movie","Comedy - Western","Seth MacFarlane"
"Action",2014,7.6,510615,"Dawn of the Planet of the Apes","tt2103281",False,"movie","Action - Adventure - Drama","Matt Reeves"
"Thriller",2014,6.7,114038,"The Guest","tt2980592",False,"movie","Action - Mystery - Thriller","Adam Wingard"
"Drama",2014,7.8,64983,"Pride","tt3169706",False,"movie","Biography - Comedy - Drama","Matthew Warchus"
"Comedy",2014,7.8,64983,"Pride","tt3169706",False,"movie","Biography - Comedy - Drama","Matthew Warchus"
"Mystery",2014,6.7,114038,"The Guest","tt2980592",False,"movie","Action - Mystery - Thriller","Adam Wingard"
"Biography",2014,7.8,64983,"Pride","tt3169706",False,"movie","Biography - Comedy - Drama","Matthew Warchus"
"Thriller",2014,6.8,298027,"It Follows","tt3235888",False,"movie","Horror - Mystery - Thriller","David Robert Mitchell"
"Mystery",2014,6.8,298027,"It Follows","tt3235888",False,"movie","Horror - Mystery - Thriller","David Robert Mitchell"
"Action",2014,6.7,114038,"The Guest","tt2980592",False,"movie","Action - Mystery - Thriller","Adam Wingard"
"Comedy",2014,4.2,79,"Daddy's Home","tt3234704",False,"tvMovie","Comedy","Natasha Tash Gray"
"Horror",2014,6.8,298027,"It Follows","tt3235888",False,"movie","Horror - Mystery - Thriller","David Robert Mitchell"
"Music",2014,8.5,1149400,"Whiplash","tt2582802",False,"movie","Drama - Music","Damien Chazelle"
"Drama",2014,7.6,510615,"Dawn of the Planet of the Apes","tt2103281",False,"movie","Action - Adventure - Drama","Matt Reeves"
"Drama",2015,7.8,49138,"Land of Mine","tt3841424",False,"movie","Drama - History - War","Martin Zandvliet"
"War",2015,7.8,49138,"Land of Mine","tt3841424",False,"movie","Drama - History - War","Martin Zandvliet"
"History",2015,6.4,79660,"Child 44","tt1014763",False,"movie","Crime - Drama - History","Daniel Espinosa"
"Drama",2015,6.4,79660,"Child 44","tt1014763",False,"movie","Crime - Drama - History","Daniel Espinosa"
"Crime",2015,6.4,79660,"Child 44","tt1014763",False,"movie","Crime - Drama - History","Daniel Espinosa"
"Adventure",2015,7.2,91792,"Dope","tt3850214",False,"movie","Adventure - Comedy - Crime","Rick Famuyiwa"
"Thriller",2015,8.1,479392,"Room","tt3170832",False,"movie","Drama - Thriller","Lenny Abrahamson"
"Drama",2015,8.1,479392,"Room","tt3170832",False,"movie","Drama - Thriller","Lenny Abrahamson"
"Comedy",2015,7.2,91792,"Dope","tt3850214",False,"movie","Adventure - Comedy - Crime","Rick Famuyiwa"
"Crime",2015,7.2,91792,"Dope","tt3850214",False,"movie","Adventure - Comedy - Crime","Rick Famuyiwa"
"Mystery",2015,6.6,129052,"The Invitation","tt2400463",False,"movie","Drama - Horror - Mystery","Karyn Kusama"
"Horror",2015,6.6,129052,"The Invitation","tt2400463",False,"movie","Drama - Horror - Mystery","Karyn Kusama"
"Drama",2015,6.6,129052,"The Invitation","tt2400463",False,"movie","Drama - Horror - Mystery","Karyn Kusama"
"History",2015,7.8,49138,"Land of Mine","tt3841424",False,"movie","Drama - History - War","Martin Zandvliet"
"Adventure",2016,5.8,102837,"Mechanic: Resurrection","tt3522806",False,"movie","Action - Adventure - Thriller","Dennis Gansel"
"Comedy",2016,6.2,119673,"The Brothers Grimsby","tt3381008",False,"movie","Action - Adventure - Comedy","Louis Leterrier"
"Adventure",2016,6.2,119673,"The Brothers Grimsby","tt3381008",False,"movie","Action - Adventure - Comedy","Louis Leterrier"
"Action",2016,6.2,119673,"The Brothers Grimsby","tt3381008",False,"movie","Action - Adventure - Comedy","Louis Leterrier"
"Thriller",2016,6.3,74832,"Criminal","tt3014866",False,"movie","Action - Sci-Fi - Thriller","Ariel Vromen"
"Sci-Fi",2016,6.3,74832,"Criminal","tt3014866",False,"movie","Action - Sci-Fi - Thriller","Ariel Vromen"
"Action",2016,6.3,74832,"Criminal","tt3014866",False,"movie","Action - Sci-Fi - Thriller","Ariel Vromen"
"Action",2016,5.2,199210,"Independence Day: Resurgence","tt1628841",False,"movie","Action - Adventure - Sci-Fi","Roland Emmerich"
"Adventure",2016,7.8,753470,"Rogue One: A Star Wars Story","tt3748528",False,"movie","Action - Adventure - Sci-Fi","Gareth Edwards"
"Sci-Fi",2016,7.8,753470,"Rogue One: A Star Wars Story","tt3748528",False,"movie","Action - Adventure - Sci-Fi","Gareth Edwards"
"Drama",2016,8.1,202180,"The Handmaiden","tt4016934",False,"movie","Drama - Romance - Thriller","Park Chan-wook"
"Romance",2016,8.1,202180,"The Handmaiden","tt4016934",False,"movie","Drama - Romance - Thriller","Park Chan-wook"
"Thriller",2016,8.1,202180,"The Handmaiden","tt4016934",False,"movie","Drama - Romance - Thriller","Park Chan-wook"
"Comedy",2016,5.6,23829,"Skiptrace","tt2238032",False,"movie","Action - Adventure - Comedy","Renny Harlin"
"Adventure",2016,5.6,23829,"Skiptrace","tt2238032",False,"movie","Action - Adventure - Comedy","Renny Harlin"
"Action",2016,5.6,23829,"Skiptrace","tt2238032",False,"movie","Action - Adventure - Comedy","Renny Harlin"
"Drama",2016,6.9,96295,"Raw","tt4954522",False,"movie","Drama - Horror","Julia Ducournau"
"Horror",2016,6.9,96295,"Raw","tt4954522",False,"movie","Drama - Horror","Julia Ducournau"
"Sci-Fi",2016,5.2,199210,"Independence Day: Resurgence","tt1628841",False,"movie","Action - Adventure - Sci-Fi","Roland Emmerich"
"Adventure",2016,5.2,199210,"Independence Day: Resurgence","tt1628841",False,"movie","Action - Adventure - Sci-Fi","Roland Emmerich"
"Thriller",2016,5.8,102837,"Mechanic: Resurrection","tt3522806",False,"movie","Action - Adventure - Thriller","Dennis Gansel"
"Action",2016,7.8,753470,"Rogue One: A Star Wars Story","tt3748528",False,"movie","Action - Adventure - Sci-Fi","Gareth Edwards"
"Action",2016,5.8,102837,"Mechanic: Resurrection","tt3522806",False,"movie","Action - Adventure - Thriller","Dennis Gansel"
"Comedy",2016,7.6,439289,"Moana","tt3521164",False,"movie","Adventure - Animation - Comedy","Ron Clements - John Musker - Chris Williams - Don Hall"
"Animation",2016,7.6,439289,"Moana","tt3521164",False,"movie","Adventure - Animation - Comedy","Ron Clements - John Musker - Chris Williams - Don Hall"
"Adventure",2016,7.6,439289,"Moana","tt3521164",False,"movie","Adventure - Animation - Comedy","Ron Clements - John Musker - Chris Williams - Don Hall"
"Action",2017,7.4,326057,"War for the Planet of the Apes","tt3450958",False,"movie","Action - Adventure - Drama","Matt Reeves"
"Drama",2017,5.2,165,"The Foreigner","tt10071238",False,"short","Drama - Short","Taruna Khanagwal"
"Short",2017,5.2,165,"The Foreigner","tt10071238",False,"short","Drama - Short","Taruna Khanagwal"
"Action",2017,5.2,101665,"xXx: Return of Xander Cage","tt1293847",False,"movie","Action - Adventure - Thriller","D.J. Caruso"
"Adventure",2017,5.2,101665,"xXx: Return of Xander Cage","tt1293847",False,"movie","Action - Adventure - Thriller","D.J. Caruso"
"Thriller",2017,5.2,101665,"xXx: Return of Xander Cage","tt1293847",False,"movie","Action - Adventure - Thriller","D.J. Caruso"
"Action",2017,7.0,132190,"The Foreigner","tt1615160",False,"movie","Action - Crime - Thriller","Martin Campbell"
"Crime",2017,7.0,132190,"The Foreigner","tt1615160",False,"movie","Action - Crime - Thriller","Martin Campbell"
"Thriller",2017,7.0,132190,"The Foreigner","tt1615160",False,"movie","Action - Crime - Thriller","Martin Campbell"
"Action",2017,6.4,209157,"Valerian and the City of a Thousand Planets","tt2239822",False,"movie","Action - Adventure - Animation","Luc Besson"
"Adventure",2017,6.4,209157,"Valerian and the City of a Thousand Planets","tt2239822",False,"movie","Action - Adventure - Animation","Luc Besson"
"Animation",2017,6.4,209157,"Valerian and the City of a Thousand Planets","tt2239822",False,"movie","Action - Adventure - Animation","Luc Besson"
"Drama",2017,7.4,57453,"Mudbound","tt2396589",False,"movie","Drama - War","Dee Rees"
"War",2017,7.4,57453,"Mudbound","tt2396589",False,"movie","Drama - War","Dee Rees"
"Animation",2017,7.8,67971,"Loving Vincent","tt3262342",False,"movie","Animation - Drama - Mystery","Hugh Welchman - DK Welchman"
"Drama",2017,7.8,67971,"Loving Vincent","tt3262342",False,"movie","Animation - Drama - Mystery","Hugh Welchman - DK Welchman"
"Mystery",2017,7.8,67971,"Loving Vincent","tt3262342",False,"movie","Animation - Drama - Mystery","Hugh Welchman - DK Welchman"
"Comedy",2017,6.5,320574,"Murder on the Orient Express","tt3402236",False,"movie","Comedy - Crime - Drama","Kenneth Branagh"
"Crime",2017,6.5,320574,"Murder on the Orient Express","tt3402236",False,"movie","Comedy - Crime - Drama","Kenneth Branagh"
"Drama",2017,6.5,320574,"Murder on the Orient Express","tt3402236",False,"movie","Comedy - Crime - Drama","Kenneth Branagh"
"Adventure",2017,7.4,326057,"War for the Planet of the Apes","tt3450958",False,"movie","Action - Adventure - Drama","Matt Reeves"
"Drama",2017,7.4,326057,"War for the Planet of the Apes","tt3450958",False,"movie","Action - Adventure - Drama","Matt Reeves"
"Biography",2017,7.3,171230,"The Disaster Artist","tt3521126",False,"movie","Biography - Comedy - Drama","James Franco"
"Comedy",2017,7.3,171230,"The Disaster Artist","tt3521126",False,"movie","Biography - Comedy - Drama","James Franco"
"Drama",2017,7.3,171230,"The Disaster Artist","tt3521126",False,"movie","Biography - Comedy - Drama","James Franco"
"Action",2017,7.1,232211,"American Made","tt3532216",False,"movie","Action - Comedy - Crime","Doug Liman"
"Comedy",2017,7.1,232211,"American Made","tt3532216",False,"movie","Action - Comedy - Crime","Doug Liman"
"Crime",2017,7.1,232211,"American Made","tt3532216",False,"movie","Action - Comedy - Crime","Doug Liman"
"Adventure",2017,6.3,157565,"The Boss Baby","tt3874544",False,"movie","Adventure - Animation - Comedy","Tom McGrath"
"Animation",2017,6.3,157565,"The Boss Baby","tt3874544",False,"movie","Adventure - Animation - Comedy","Tom McGrath"
"Comedy",2017,6.3,157565,"The Boss Baby","tt3874544",False,"movie","Adventure - Animation - Comedy","Tom McGrath"
"Action",2017,7.3,192143,"The Lego Batman Movie","tt4116284",False,"movie","Action - Adventure - Animation","Chris McKay"
"Adventure",2017,7.3,192143,"The Lego Batman Movie","tt4116284",False,"movie","Action - Adventure - Animation","Chris McKay"
"Animation",2017,7.3,192143,"The Lego Batman Movie","tt4116284",False,"movie","Action - Adventure - Animation","Chris McKay"
"Action",2017,7.8,805105,"Dunkirk","tt5013056",True,"movie","Action - Drama - History","Christopher Nolan"
"Drama",2017,7.8,805105,"Dunkirk","tt5013056",True,"movie","Action - Drama - History","Christopher Nolan"
"History",2017,7.8,805105,"Dunkirk","tt5013056",True,"movie","Action - Drama - History","Christopher Nolan"
"Drama",2017,5.9,7777,"Prodigy","tt5017936",False,"movie","Drama - Sci-Fi - Thriller","Alex Haughey - Brian Vidal"
"Sci-Fi",2017,5.9,7777,"Prodigy","tt5017936",False,"movie","Drama - Sci-Fi - Thriller","Alex Haughey - Brian Vidal"
"Thriller",2017,5.9,7777,"Prodigy","tt5017936",False,"movie","Drama - Sci-Fi - Thriller","Alex Haughey - Brian Vidal"
"Comedy",2017,8.1,605803,"Three Billboards Outside Ebbing, Missouri","tt5027774",False,"movie","Comedy - Crime - Drama","Martin McDonagh"
"Crime",2017,8.1,605803,"Three Billboards Outside Ebbing, Missouri","tt5027774",False,"movie","Comedy - Crime - Drama","Martin McDonagh"
"Drama",2017,8.1,605803,"Three Billboards Outside Ebbing, Missouri","tt5027774",False,"movie","Comedy - Crime - Drama","Martin McDonagh"
"Adventure",2017,7.2,95450,"Papillon","tt5093026",False,"movie","Adventure - Biography - Crime","Michael Noer"
"Biography",2017,7.2,95450,"Papillon","tt5093026",False,"movie","Adventure - Biography - Crime","Michael Noer"
"Crime",2017,7.2,95450,"Papillon","tt5093026",False,"movie","Adventure - Biography - Crime","Michael Noer"
"Animation",2017,7.1,5365,"Tehran Taboo","tt5584796",False,"movie","Animation - Drama","Ali Soozandeh"
"Drama",2017,7.1,5365,"Tehran Taboo","tt5584796",False,"movie","Animation - Drama","Ali Soozandeh"
"Biography",2017,7.2,1876,"The Invisibles","tt5586052",False,"movie","Biography - Documentary - Drama","Claus Räfle"
"Documentary",2017,7.2,1876,"The Invisibles","tt5586052",False,"movie","Biography - Documentary - Drama","Claus Räfle"
"Drama",2017,7.2,1876,"The Invisibles","tt5586052",False,"movie","Biography - Documentary - Drama","Claus Räfle"
"Drama",2017,7.6,40858,"God's Own Country","tt5635086",False,"movie","Drama - Romance","Francis Lee"
"Romance",2017,7.6,40858,"God's Own Country","tt5635086",False,"movie","Drama - Romance","Francis Lee"
"Drama",2017,7.2,28488,"A Fantastic Woman","tt5639354",False,"movie","Drama","Sebastián Lelio"
"Crime",2017,6.7,135347,"You Were Never Really Here","tt5742374",False,"movie","Crime - Drama - Thriller","Lynne Ramsay"
"Drama",2017,6.7,135347,"You Were Never Really Here","tt5742374",False,"movie","Crime - Drama - Thriller","Lynne Ramsay"
"Thriller",2017,6.7,135347,"You Were Never Really Here","tt5742374",False,"movie","Crime - Drama - Thriller","Lynne Ramsay"
"Biography",2017,5.9,3741,"Maze","tt5752606",False,"movie","Biography - Crime - Drama","Stephen Burke"
"Crime",2017,5.9,3741,"Maze","tt5752606",False,"movie","Biography - Crime - Drama","Stephen Burke"
"Drama",2017,5.9,3741,"Maze","tt5752606",False,"movie","Biography - Crime - Drama","Stephen Burke"
"Drama",2017,7.4,17648,"120 BPM (Beats Per Minute)","tt6135348",False,"movie","Drama","Robin Campillo"
"Biography",2017,6.4,2194,"Django","tt6247936",False,"movie","Biography - Drama - Music","Etienne Comar"
"Drama",2017,6.4,2194,"Django","tt6247936",False,"movie","Biography - Drama - Music","Etienne Comar"
"Music",2017,6.4,2194,"Django","tt6247936",False,"movie","Biography - Drama - Music","Etienne Comar"
"Action",2017,6.3,8239,"Pokémon the Movie: I Choose You!","tt6595896",False,"movie","Action - Adventure - Animation","Kunihiko Yuyama"
"Adventure",2017,6.3,8239,"Pokémon the Movie: I Choose You!","tt6595896",False,"movie","Action - Adventure - Animation","Kunihiko Yuyama"
"Animation",2017,6.3,8239,"Pokémon the Movie: I Choose You!","tt6595896",False,"movie","Action - Adventure - Animation","Kunihiko Yuyama"
"Action",2017,7.3,2190,"Junk Head","tt6848928",False,"movie","Action - Adventure - Animation","Takahide Hori"
"Adventure",2017,7.3,2190,"Junk Head","tt6848928",False,"movie","Action - Adventure - Animation","Takahide Hori"
"Animation",2017,7.3,2190,"Junk Head","tt6848928",False,"movie","Action - Adventure - Animation","Takahide Hori"
"Animation",2017,8.1,1323,"Double King","tt7189380",False,"short","Animation - Comedy - Fantasy","Felix Colgrave"
"Comedy",2017,8.1,1323,"Double King","tt7189380",False,"short","Animation - Comedy - Fantasy","Felix Colgrave"
"Fantasy",2017,8.1,1323,"Double King","tt7189380",False,"short","Animation - Comedy - Fantasy","Felix Colgrave"
"Comedy",2017,7.4,1825,"Russell Howard: Recalibrate","tt7736664",False,"tvSpecial","Comedy","Peter Orton"
"Fantasy",2018,6.9,94081,"Sorry to Bother You","tt5688932",False,"movie","Comedy - Drama - Fantasy","Boots Riley"
"Adventure",2018,7.0,204911,"Ralph Breaks the Internet","tt5848272",False,"movie","Adventure - Animation - Comedy","Rich Moore - Phil Johnston"
"Animation",2018,7.0,204911,"Ralph Breaks the Internet","tt5848272",False,"movie","Adventure - Animation - Comedy","Rich Moore - Phil Johnston"
"Comedy",2018,7.0,204911,"Ralph Breaks the Internet","tt5848272",False,"movie","Adventure - Animation - Comedy","Rich Moore - Phil Johnston"
"Horror",2018,6.5,98502,"Mandy","tt6998518",False,"movie","Action - Fantasy - Horror","Panos Cosmatos"
"Fantasy",2018,6.5,98502,"Mandy","tt6998518",False,"movie","Action - Fantasy - Horror","Panos Cosmatos"
"Biography",2018,6.8,33167,"Don't Worry, He Won't Get Far on Foot","tt6288124",False,"movie","Biography - Comedy - Drama","Gus Van Sant"
"Comedy",2018,6.8,33167,"Don't Worry, He Won't Get Far on Foot","tt6288124",False,"movie","Biography - Comedy - Drama","Gus Van Sant"
"Drama",2018,6.8,33167,"Don't Worry, He Won't Get Far on Foot","tt6288124",False,"movie","Biography - Comedy - Drama","Gus Van Sant"
"Action",2018,6.5,98502,"Mandy","tt6998518",False,"movie","Action - Fantasy - Horror","Panos Cosmatos"
"Sci-Fi",2018,5.8,37290,"Tau","tt4357394",False,"movie","Horror - Sci-Fi - Thriller","Federico D'Alessandro"
"Thriller",2018,5.8,37290,"Tau","tt4357394",False,"movie","Horror - Sci-Fi - Thriller","Federico D'Alessandro"
"Drama",2018,8.0,30612,"The Wild Pear Tree","tt6628102",False,"movie","Drama","Nuri Bilge Ceylan"
"Drama",2018,5.2,775,"Laplace's Witch","tt6686358",False,"movie","Drama - Mystery - Thriller","Takashi Miike"
"Mystery",2018,5.2,775,"Laplace's Witch","tt6686358",False,"movie","Drama - Mystery - Thriller","Takashi Miike"
"Action",2018,8.4,785040,"Spider-Man: Into the Spider-Verse","tt4633694",False,"movie","Action - Adventure - Animation","Peter Ramsey - Rodney Rothman - Bob Persichetti"
"Adventure",2018,8.4,785040,"Spider-Man: Into the Spider-Verse","tt4633694",False,"movie","Action - Adventure - Animation","Peter Ramsey - Rodney Rothman - Bob Persichetti"
"Thriller",2018,5.2,775,"Laplace's Witch","tt6686358",False,"movie","Drama - Mystery - Thriller","Takashi Miike"
"Drama",2018,6.5,3048,"Girls of the Sun","tt6704880",False,"movie","Drama - War","Eva Husson"
"War",2018,6.5,3048,"Girls of the Sun","tt6704880",False,"movie","Drama - War","Eva Husson"
"Crime",2018,7.2,31609,"Dogman","tt6768578",False,"movie","Crime - Drama - Thriller","Matteo Garrone"
"Thriller",2018,7.2,31609,"Dogman","tt6768578",False,"movie","Crime - Drama - Thriller","Matteo Garrone"
"Drama",2018,7.2,31609,"Dogman","tt6768578",False,"movie","Crime - Drama - Thriller","Matteo Garrone"
"Documentary",2018,8.0,11056,"Minding the Gap","tt7476236",False,"movie","Documentary - Sport","Bing Liu"
"Sport",2018,8.0,11056,"Minding the Gap","tt7476236",False,"movie","Documentary - Sport","Bing Liu"
"Animation",2018,8.4,785040,"Spider-Man: Into the Spider-Verse","tt4633694",False,"movie","Action - Adventure - Animation","Peter Ramsey - Rodney Rothman - Bob Persichetti"
"Sci-Fi",2018,6.3,15382,"Aniara","tt7589524",False,"movie","Drama - Sci-Fi","Pella Kagerman - Hugo Lilja"
"Sci-Fi",2018,5.8,61964,"Extinction","tt3201640",False,"movie","Action - Drama - Sci-Fi","Ben Young"
"Drama",2018,5.8,61964,"Extinction","tt3201640",False,"movie","Action - Drama - Sci-Fi","Ben Young"
"Action",2018,5.8,61964,"Extinction","tt3201640",False,"movie","Action - Drama - Sci-Fi","Ben Young"
"Action",2018,6.8,16860,"T-34","tt8820590",False,"movie","Action - War","Aleksey Sidorov"
"War",2018,6.8,16860,"T-34","tt8820590",False,"movie","Action - War","Aleksey Sidorov"
"Crime",2018,7.9,94900,"Shoplifters","tt8075192",True,"movie","Crime - Drama - Thriller","Hirokazu Koreeda"
"Drama",2018,7.9,94900,"Shoplifters","tt8075192",True,"movie","Crime - Drama - Thriller","Hirokazu Koreeda"
"Thriller",2018,7.9,94900,"Shoplifters","tt8075192",True,"movie","Crime - Drama - Thriller","Hirokazu Koreeda"
"Drama",2018,6.3,6762,"Backstabbing for Beginners","tt5153288",False,"movie","Drama - History - Mystery","Per Fly"
"History",2018,6.3,6762,"Backstabbing for Beginners","tt5153288",False,"movie","Drama - History - Mystery","Per Fly"
"Mystery",2018,6.3,6762,"Backstabbing for Beginners","tt5153288",False,"movie","Drama - History - Mystery","Per Fly"
"Comedy",2018,7.5,134048,"Love, Simon","tt5164432",False,"movie","Comedy - Drama - Romance","Greg Berlanti"
"Drama",2018,7.5,134048,"Love, Simon","tt5164432",False,"movie","Comedy - Drama - Romance","Greg Berlanti"
"Mystery",2018,7.1,10683,"Long Day's Journey Into Night","tt8185182",False,"movie","Drama - Mystery - Romance","Bi Gan"
"Drama",2018,7.3,7133,"Clergy","tt8738964",False,"movie","Drama","Wojciech Smarzowski"
"Comedy",2018,6.9,13109,"Sink or Swim","tt7476116",False,"movie","Comedy - Drama - Sport","Gilles Lellouche"
"Romance",2018,7.5,134048,"Love, Simon","tt5164432",False,"movie","Comedy - Drama - Romance","Greg Berlanti"
"Crime",2018,6.1,51842,"Anon","tt5397194",False,"movie","Crime - Mystery - Sci-Fi","Andrew Niccol"
"Mystery",2018,6.1,51842,"Anon","tt5397194",False,"movie","Crime - Mystery - Sci-Fi","Andrew Niccol"
"Sci-Fi",2018,6.1,51842,"Anon","tt5397194",False,"movie","Crime - Mystery - Sci-Fi","Andrew Niccol"
"Drama",2018,6.9,13109,"Sink or Swim","tt7476116",False,"movie","Comedy - Drama - Sport","Gilles Lellouche"
"Drama",2018,8.4,123713,"Capernaum","tt8267604",False,"movie","Drama","Nadine Labaki"
"Biography",2018,6.7,18869,"A Futile and Stupid Gesture","tt5566790",False,"movie","Biography - Comedy","David Wain"
"Sport",2018,6.9,13109,"Sink or Swim","tt7476116",False,"movie","Comedy - Drama - Sport","Gilles Lellouche"
"Drama",2018,6.3,15382,"Aniara","tt7589524",False,"movie","Drama - Sci-Fi","Pella Kagerman - Hugo Lilja"
"Comedy",2018,6.7,18869,"A Futile and Stupid Gesture","tt5566790",False,"movie","Biography - Comedy","David Wain"
"Romance",2018,7.0,11549,"Ash Is Purest White","tt7298400",False,"movie","Crime - Drama - Romance","Jia Zhang-ke"
"Drama",2018,7.0,11549,"Ash Is Purest White","tt7298400",False,"movie","Crime - Drama - Romance","Jia Zhang-ke"
"Crime",2018,7.0,11549,"Ash Is Purest White","tt7298400",False,"movie","Crime - Drama - Romance","Jia Zhang-ke"
"Drama",2018,7.4,12031,"Woman at War","tt7279188",False,"movie","Adventure - Comedy - Drama","Benedikt Erlingsson"
"Comedy",2018,7.4,12031,"Woman at War","tt7279188",False,"movie","Adventure - Comedy - Drama","Benedikt Erlingsson"
"Horror",2018,5.8,37290,"Tau","tt4357394",False,"movie","Horror - Sci-Fi - Thriller","Federico D'Alessandro"
"Romance",2018,7.1,10683,"Long Day's Journey Into Night","tt8185182",False,"movie","Drama - Mystery - Romance","Bi Gan"
"Drama",2018,7.1,10683,"Long Day's Journey Into Night","tt8185182",False,"movie","Drama - Mystery - Romance","Bi Gan"
"Adventure",2018,7.4,12031,"Woman at War","tt7279188",False,"movie","Adventure - Comedy - Drama","Benedikt Erlingsson"
"Drama",2018,6.9,12351,"El Angel","tt7204348",False,"movie","Biography - Crime - Drama","Luis Ortega"
"Crime",2018,6.9,12351,"El Angel","tt7204348",False,"movie","Biography - Crime - Drama","Luis Ortega"
"Biography",2018,6.9,12351,"El Angel","tt7204348",False,"movie","Biography - Crime - Drama","Luis Ortega"
"Comedy",2018,6.9,94081,"Sorry to Bother You","tt5688932",False,"movie","Comedy - Drama - Fantasy","Boots Riley"
"Drama",2018,6.9,94081,"Sorry to Bother You","tt5688932",False,"movie","Comedy - Drama - Fantasy","Boots Riley"
"Horror",2019,6.8,390547,"Us","tt6857112",False,"movie","Horror - Mystery - Thriller","Jordan Peele"
"Comedy",2019,6.5,84911,"The Lego Movie 2: The Second Part","tt3513498",False,"movie","Adventure - Animation - Comedy","Mike Mitchell"
"Animation",2019,6.5,84911,"The Lego Movie 2: The Second Part","tt3513498",False,"movie","Adventure - Animation - Comedy","Mike Mitchell"
"Adventure",2019,6.5,84911,"The Lego Movie 2: The Second Part","tt3513498",False,"movie","Adventure - Animation - Comedy","Mike Mitchell"
"Thriller",2019,3.7,462,"Norman","tt3484204",False,"movie","Adventure - Sci-Fi - Thriller","Joel Guelzo"
"Sci-Fi",2019,3.7,462,"Norman","tt3484204",False,"movie","Adventure - Sci-Fi - Thriller","Joel Guelzo"
"Adventure",2019,3.7,462,"Norman","tt3484204",False,"movie","Adventure - Sci-Fi - Thriller","Joel Guelzo"
